trait;type;category;;;
fermentation: cellotetraose;discreto;sem_relevancia;;;
fermentation: cellotriose;discreto;sem_relevancia;;;
fermentation: choline;discreto;sem_relevancia;;;
fermentation: citrate;discreto;sem_relevancia;;;
fermentation: crotonate;discreto;sem_relevancia;;;
fermentation: cysteine;discreto;sem_relevancia;;;
fermentation: decanoate;discreto;sem_relevancia;;;
fermentation: dihydrogen;discreto;sem_relevancia;;;
fermentation: erythritol;discreto;sem_relevancia;;;
fermentation: ethanol;discreto;sem_relevancia;;;
fermentation: fructose;discreto;sem_relevancia;;;
fermentation: fucose;discreto;sem_relevancia;;;
fermentation: fumarate;discreto;sem_relevancia;;;
fermentation: galactitol;discreto;sem_relevancia;;;
fermentation: galactose;discreto;sem_relevancia;;;
fermentation: gentiobiose;discreto;sem_relevancia;;;
fermentation: gluconate;discreto;sem_relevancia;;;
fermentation: glucosamine;discreto;sem_relevancia;;;
fermentation: glucose;discreto;sem_relevancia;;;
fermentation: glycerol;discreto;sem_relevancia;;;
fermentation: glycine;discreto;sem_relevancia;;;
fermentation: hippurate;discreto;sem_relevancia;;;
fermentation: histidine;discreto;sem_relevancia;;;
fermentation: inositol;discreto;sem_relevancia;;;
fermentation: lactate;discreto;sem_relevancia;;;
fermentation: lactose;discreto;sem_relevancia;;;
fermentation: lactulose;discreto;sem_relevancia;;;
fermentation: maleic acid;discreto;sem_relevancia;;;
fermentation: maltose;discreto;sem_relevancia;;;
fermentation: maltose hydrate;discreto;sem_relevancia;;;
fermentation: mannitol;discreto;sem_relevancia;;;
fermentation: mannose;discreto;sem_relevancia;;;
fermentation: melezitose;discreto;sem_relevancia;;;
fermentation: melibiose;discreto;sem_relevancia;;;
fermentation: myo-inositol;discreto;sem_relevancia;;;
fermentation: oxaloacetate;discreto;sem_relevancia;;;
fermentation: pyruvate;discreto;sem_relevancia;;;
fermentation: raffinose;discreto;sem_relevancia;;;
fermentation: rhamnose;discreto;sem_relevancia;;;
fermentation: ribose;discreto;sem_relevancia;;;
fermentation: sorbitol;discreto;sem_relevancia;;;
fermentation: sucrose;discreto;sem_relevancia;;;
fermentation: xylose;discreto;sem_relevancia;;;
flagellum arrangement;discreto;sem_relevancia;;;
gene count;numerico;sem_relevancia;;;
genome size;numerico;sem_relevancia;;;
gram negative;discreto;sem_relevancia;;;
gram positive;discreto;sem_relevancia;;;
growth: (-)-quinic acid;discreto;sem_relevancia;;;
growth: (R)-amygdalin;discreto;sem_relevancia;;;
growth: (R)-lactate;discreto;sem_relevancia;;;
growth: (R)-malic acid;discreto;sem_relevancia;;;
growth: (R)-mandelate;discreto;sem_relevancia;;;
growth: (S)-lactate;discreto;sem_relevancia;;;
growth: (S)-mandelic acid;discreto;sem_relevancia;;;
growth: 1 % sodium lactate;discreto;sem_relevancia;;;
growth: 1;2-butandiol;discreto;sem_relevancia;;
growth: 1;2-propandiol;discreto;sem_relevancia;;
growth: 1-o-methyl alpha-galactopyranoside;discreto;sem_relevancia;;;
growth: 2;3-butanediol;discreto;sem_relevancia;;
growth: 2-aminobutyrate;discreto;sem_relevancia;;;
growth: 2-aminopentanoic acid;discreto;sem_relevancia;;;
growth: 2-dehydro-D-gluconate;discreto;sem_relevancia;;;
growth: 2-deoxyadenosine;discreto;sem_relevancia;;;
growth: 2-hydroxybutyrate;discreto;sem_relevancia;;;
growth: 2-oxobutanoate;discreto;sem_relevancia;;;
growth: 2-oxogluconate;discreto;sem_relevancia;;;
growth: 2-oxoglutarate;discreto;sem_relevancia;;;
growth: 2-oxopentanoate;discreto;sem_relevancia;;;
growth: 2-propanol;discreto;sem_relevancia;;;
growth: 3-O-methyl alpha-D-glucopyranoside;discreto;sem_relevancia;;;
growth: 3-O-methyl-D-glucose;discreto;sem_relevancia;;;
growth: 3-aminobutyrate;discreto;sem_relevancia;;;
growth: 3-coumarate;discreto;sem_relevancia;;;
growth: 3-hydroxybenzoate;discreto;sem_relevancia;;;
growth: 3-hydroxybutyrate;discreto;sem_relevancia;;;
growth: 3-phenylpropionate;discreto;sem_relevancia;;;
growth: 4-aminobutyrate;discreto;sem_relevancia;;;
growth: 4-aminovalerate;discreto;sem_relevancia;;;
growth: 4-coumarate;discreto;sem_relevancia;;;
growth: 4-hydroxy-L-proline;discreto;sem_relevancia;;;
growth: 4-hydroxybenzoate;discreto;sem_relevancia;;;
growth: 4-hydroxybutyrate;discreto;sem_relevancia;;;
growth: 4-hydroxyphenylacetic acid;discreto;sem_relevancia;;;
growth: 4-oxopentanoate;discreto;sem_relevancia;;;
growth: 5-aminovalerate;discreto;sem_relevancia;;;
growth: 5-aminovaleric acid;discreto;sem_relevancia;;;
growth: 5-dehydro-D-gluconate;discreto;sem_relevancia;;;
growth: 6-O-alpha-D-glucopyranosyl-D-gluconic acid;discreto;sem_relevancia;;;
growth: D-alanine;discreto;sem_relevancia;;;
growth: D-arabinose;discreto;sem_relevancia;;;
growth: D-arabitol;discreto;sem_relevancia;;;
growth: D-aspartate;discreto;sem_relevancia;;;
growth: D-fructose;discreto;sem_relevancia;;;
growth: D-fructose 6-phosphate;discreto;sem_relevancia;;;
growth: D-fucose;discreto;sem_relevancia;;;
growth: D-galactonic acid lactone;discreto;sem_relevancia;;;
growth: D-galactose;discreto;sem_relevancia;;;
growth: D-galacturonic acid;discreto;sem_relevancia;;;
growth: D-gluconate;discreto;sem_relevancia;;;
growth: D-glucose;discreto;sem_relevancia;;;
growth: D-lyxose;discreto;sem_relevancia;;;
growth: D-malate;discreto;sem_relevancia;;;
growth: D-mannitol;discreto;sem_relevancia;;;
growth: D-mannose;discreto;sem_relevancia;;;
growth: D-rhamnose;discreto;sem_relevancia;;;
growth: D-ribose;discreto;sem_relevancia;;;
growth: D-sorbitol;discreto;sem_relevancia;;;
growth: D-xylose;discreto;sem_relevancia;;;
growth: L-arabinose;discreto;sem_relevancia;;;
growth: L-arginine;discreto;sem_relevancia;;;
growth: L-asparagine;discreto;sem_relevancia;;;
growth: L-aspartate;discreto;sem_relevancia;;;
growth: L-cysteine;discreto;sem_relevancia;;;
growth: L-fucose;discreto;sem_relevancia;;;
growth: L-glutamate;discreto;sem_relevancia;;;
growth: L-phenylalanine;discreto;sem_relevancia;;;
growth: L-proline;discreto;sem_relevancia;;;
growth: L-rhamnose;discreto;sem_relevancia;;;
growth: L-tartrate;discreto;sem_relevancia;;;
growth: acetamide;discreto;sem_relevancia;;;
growth: acetate;discreto;sem_relevancia;;;
growth: acetic acid;discreto;sem_relevancia;;;
growth: acetoacetate;discreto;sem_relevancia;;;
growth: acetoin;discreto;sem_relevancia;;;
growth: acetone;discreto;sem_relevancia;;;
growth: aconitate;discreto;sem_relevancia;;;
growth: adipate;discreto;sem_relevancia;;;
growth: alanine;discreto;sem_relevancia;;;
growth: alpha-D-glucose;discreto;sem_relevancia;;;
growth: alpha-L-arabinopyranose;discreto;sem_relevancia;;;
growth: alpha-L-fucose;discreto;sem_relevancia;;;
growth: alpha-hydroxybutyrate;discreto;sem_relevancia;;;
growth: alpha-lactose;discreto;sem_relevancia;;;
growth: aminophenazone;discreto;sem_relevancia;;;
growth: ammonium;discreto;sem_relevancia;;;
growth: ammonium chloride;discreto;sem_relevancia;;;
growth: amygdalin;discreto;sem_relevancia;;;
growth: anisic acid;discreto;sem_relevancia;;;
growth: antipyrine;discreto;sem_relevancia;;;
growth: arabinitol;discreto;sem_relevancia;;;
growth: arabinose;discreto;sem_relevancia;;;
growth: arbutin;discreto;sem_relevancia;;;
growth: arginine;discreto;sem_relevancia;;;
growth: ascorbate;discreto;sem_relevancia;;;
growth: asparagine;discreto;sem_relevancia;;;
growth: aspartate;discreto;sem_relevancia;;;
growth: azelaate;discreto;sem_relevancia;;;
growth: aztreonam;discreto;sem_relevancia;;;
growth: barium chloride;discreto;sem_relevancia;;;
growth: beef extract;discreto;sem_relevancia;;;
growth: benzoate;discreto;sem_relevancia;;;
growth: benzyl alcohol;discreto;sem_relevancia;;;
growth: beta-D-fucose;discreto;sem_relevancia;;;
growth: beta-D-glucan;discreto;sem_relevancia;;;
growth: beta-alanine;discreto;sem_relevancia;;;
growth: beta-d-glucose;discreto;sem_relevancia;;;
growth: beta-gentiobiose;discreto;sem_relevancia;;;
growth: beta-hydroxybutyrate;discreto;sem_relevancia;;;
growth: beta-phenylethylamine;discreto;sem_relevancia;;;
growth: betaine;discreto;sem_relevancia;;;
growth: bile acid;discreto;sem_relevancia;;;
growth: bile acid susceptible;discreto;sem_relevancia;;;
growth: butan-1-amine;discreto;sem_relevancia;;;
growth: butanol;discreto;sem_relevancia;;;
growth: butyrate;discreto;sem_relevancia;;;
growth: casamino acids;discreto;sem_relevancia;;;
growth: casitone;discreto;sem_relevancia;;;
growth: cetrimide;discreto;sem_relevancia;;;
growth: chloridazon;discreto;sem_relevancia;;;
growth: choline;discreto;sem_relevancia;;;
growth: cis-aconitate;discreto;sem_relevancia;;;
growth: citraconate;discreto;sem_relevancia;;;
growth: citrate;discreto;sem_relevancia;;;
growth: citric acid;discreto;sem_relevancia;;;
growth: cobalt dichloride;discreto;sem_relevancia;;;
growth: crotonate;discreto;sem_relevancia;;;
growth: cysteine;discreto;sem_relevancia;;;
growth: decanoate;discreto;sem_relevancia;;;
growth: dihydrogen;discreto;sem_relevancia;;;
growth: dinitrogen;discreto;sem_relevancia;;;
growth: dl-alanine;discreto;sem_relevancia;;;
growth: elemental sulfur;discreto;sem_relevancia;;;
growth: erythritol;discreto;sem_relevancia;;;
growth: erythrose;discreto;sem_relevancia;;;
growth: esculin;discreto;sem_relevancia;;;
growth: ethanol;discreto;sem_relevancia;;;
growth: formate;discreto;sem_relevancia;;;
growth: fructose;discreto;sem_relevancia;;;
growth: fucose;discreto;sem_relevancia;;;
growth: fumarate;discreto;sem_relevancia;;;
growth: galactitol;discreto;sem_relevancia;;;
growth: galactose;discreto;sem_relevancia;;;
growth: gentiobiose;discreto;sem_relevancia;;;
growth: gluconate;discreto;sem_relevancia;;;
growth: glucose;discreto;sem_relevancia;;;
growth: glutamate;discreto;sem_relevancia;;;
growth: glycerol;discreto;sem_relevancia;;;
growth: glycine;discreto;sem_relevancia;;;
growth: glycine 1%;discreto;sem_relevancia;;;
growth: goethite;discreto;sem_relevancia;;;
growth: hexanoate;discreto;sem_relevancia;;;
growth: hippurate;discreto;sem_relevancia;;;
growth: histidine;discreto;sem_relevancia;;;
growth: inositol;discreto;sem_relevancia;;;
growth: isobutyrate;discreto;sem_relevancia;;;
growth: lactate;discreto;sem_relevancia;;;
growth: lactose;discreto;sem_relevancia;;;
growth: magnesium(2+);discreto;sem_relevancia;;;
growth: malate;discreto;sem_relevancia;;;
growth: maleic acid;discreto;sem_relevancia;;;
growth: malonate;discreto;sem_relevancia;;;
growth: maltose;discreto;sem_relevancia;;;
growth: maltose hydrate;discreto;sem_relevancia;;;
growth: mannitol;discreto;sem_relevancia;;;
growth: mannose;discreto;sem_relevancia;;;
growth: meat extract;discreto;sem_relevancia;;;
growth: melezitose;discreto;sem_relevancia;;;
growth: melibiose;discreto;sem_relevancia;;;
growth: methanol;discreto;sem_relevancia;;;
growth: molybdate;discreto;sem_relevancia;;;
growth: myo-inositol;discreto;sem_relevancia;;;
growth: peptone;discreto;sem_relevancia;;;
growth: polypeptone;discreto;sem_relevancia;;;
growth: potassium cyanide;discreto;sem_relevancia;;;
growth: propionate;discreto;sem_relevancia;;;
growth: proteose;discreto;sem_relevancia;;;
growth: pyruvate;discreto;sem_relevancia;;;
growth: raffinose;discreto;sem_relevancia;;;
growth: ribose;discreto;sem_relevancia;;;
growth: salicin;discreto;sem_relevancia;;;
growth: sodium acetate;discreto;sem_relevancia;;;
growth: sorbitol;discreto;sem_relevancia;;;
growth: soyton;discreto;sem_relevancia;;;
growth: succinate;discreto;sem_relevancia;;;
growth: sucrose;discreto;sem_relevancia;;;
growth: sulfate;discreto;sem_relevancia;;;
growth: tartrate;discreto;sem_relevancia;;;
growth: tetrathionate;discreto;sem_relevancia;;;
growth: thiosulfate;discreto;sem_relevancia;;;
growth: trehalose;discreto;sem_relevancia;;;
growth: tryptone;discreto;sem_relevancia;;;
growth: xylose;discreto;sem_relevancia;;;
growth: yeast extract;discreto;sem_relevancia;;;
growth: yeast extract (0.01 %; w/v);discreto;sem_relevancia;;
hydrolysis: 1h-indol-3-ylacetic acid;discreto;sem_relevancia;;;
hydrolysis: 2-dehydro-D-gluconate;discreto;sem_relevancia;;;
hydrolysis: 2-deoxythymidine-5'-4-nitrophenyl phosphate;discreto;sem_relevancia;;;
hydrolysis: 2-naphthyl dihydrogen phosphate;discreto;sem_relevancia;;;
hydrolysis: 2-naphthyl tetradecanoate;discreto;sem_relevancia;;;
hydrolysis: 4-methylumbelliferone beta-d-glucuronide;discreto;sem_relevancia;;;
hydrolysis: 4-nitrophenyl 6-O-phosphono-beta-D-galactoside;discreto;sem_relevancia;;;
hydrolysis: 4-nitrophenyl N-acetyl-beta-D-glucosaminide;discreto;sem_relevancia;;;
hydrolysis: 4-nitrophenyl alpha-D-galactoside;discreto;sem_relevancia;;;
hydrolysis: 4-nitrophenyl alpha-D-glucopyranoside;discreto;sem_relevancia;;;
hydrolysis: 4-nitrophenyl alpha-L-fucoside;discreto;sem_relevancia;;;
hydrolysis: 4-nitrophenyl beta-D-galactopyranoside;discreto;sem_relevancia;;;
hydrolysis: 4-nitrophenyl beta-D-galactopyranoside hydrolysate;discreto;sem_relevancia;;;
hydrolysis: 4-nitrophenyl beta-D-glucopyranoside;discreto;sem_relevancia;;;
hydrolysis: 4-nitrophenyl beta-D-glucuronide;discreto;sem_relevancia;;;
hydrolysis: 4-nitrophenyl beta-D-xylopyranoside;discreto;sem_relevancia;;;
hydrolysis: 4-nitrophenyl phosphate;discreto;sem_relevancia;;;
hydrolysis: 4-nitrophenyl-alpha-D-maltopyranoside;discreto;sem_relevancia;;;
hydrolysis: 4-nitrophenyl-beta-D-galactoside;discreto;sem_relevancia;;;
hydrolysis: 5-dehydro-D-gluconate;discreto;sem_relevancia;;;
hydrolysis: D-arabinose;discreto;sem_relevancia;;;
hydrolysis: D-fructose;discreto;sem_relevancia;;;
hydrolysis: D-fucose;discreto;sem_relevancia;;;
hydrolysis: D-glucose;discreto;sem_relevancia;;;
hydrolysis: D-lyxose;discreto;sem_relevancia;;;
hydrolysis: D-mannose;discreto;sem_relevancia;;;
hydrolysis: D-ribose;discreto;sem_relevancia;;;
hydrolysis: D-tagatose;discreto;sem_relevancia;;;
hydrolysis: D-xylose;discreto;sem_relevancia;;;
hydrolysis: L-arginine;discreto;sem_relevancia;;;
hydrolysis: L-tryptophan;discreto;sem_relevancia;;;
hydrolysis: L-tyrosine;discreto;sem_relevancia;;;
hydrolysis: N-acetylglucosamine;discreto;sem_relevancia;;;
hydrolysis: O-nitrophenyl-beta-D-galactopyranosid;discreto;sem_relevancia;;;
hydrolysis: acetamide;discreto;sem_relevancia;;;
hydrolysis: acetoin;discreto;sem_relevancia;;;
hydrolysis: adenine;discreto;sem_relevancia;;;
hydrolysis: adipate;discreto;sem_relevancia;;;
hydrolysis: allantoin;discreto;sem_relevancia;;;
hydrolysis: amygdalin;discreto;sem_relevancia;;;
hydrolysis: arabinose;discreto;sem_relevancia;;;
hydrolysis: arbutin;discreto;sem_relevancia;;;
hydrolysis: arginine;discreto;sem_relevancia;;;
hydrolysis: benzoate;discreto;sem_relevancia;;;
hydrolysis: beta-D-galactoside;discreto;sem_relevancia;;;
hydrolysis: beta-gentiobiose;discreto;sem_relevancia;;;
hydrolysis: bis-4-nitrophenyl phosphate;discreto;sem_relevancia;;;
hydrolysis: bis-4-nitrophenyl-phenyl phosphonate;discreto;sem_relevancia;;;
hydrolysis: bis-4-nitrophenyl-phosphorylcholine;discreto;sem_relevancia;;;
hydrolysis: citrate;discreto;sem_relevancia;;;
hydrolysis: corn oil;discreto;sem_relevancia;;;
hydrolysis: esculin;discreto;sem_relevancia;;;
hydrolysis: esculin ferric citrate;discreto;sem_relevancia;;;
hydrolysis: ferric citrate;discreto;sem_relevancia;;;
hydrolysis: galactose;discreto;sem_relevancia;;;
hydrolysis: gluconate;discreto;sem_relevancia;;;
hydrolysis: guanine;discreto;sem_relevancia;;;
hydrolysis: hippurate;discreto;sem_relevancia;;;
hydrolysis: hydrogen sulfide;discreto;sem_relevancia;;;
hydrolysis: hypoxanthine;discreto;sem_relevancia;;;
hydrolysis: indoxyl acetate;discreto;sem_relevancia;;;
hydrolysis: pyrazinamide;discreto;sem_relevancia;;;
hydrolysis: sodium citrate;discreto;sem_relevancia;;;
hydrolysis: tributyrin;discreto;sem_relevancia;;;
hydrolysis: xanthine;discreto;sem_relevancia;;;
indole test;discreto;sem_relevancia;;;
methyl red test;discreto;sem_relevancia;;;
nitrogen source: (S)-lactate;discreto;sem_relevancia;;;
nitrogen source: 2-aminobutyrate;discreto;sem_relevancia;;;
nitrogen source: 2-aminopentanoic acid;discreto;sem_relevancia;;;
nitrogen source: 2-hydroxybutyrate;discreto;sem_relevancia;;;
nitrogen source: 3-nitropropanoate;discreto;sem_relevancia;;;
nitrogen source: 4-aminobenzoate;discreto;sem_relevancia;;;
nitrogen source: 4-hydroxy-L-proline;discreto;sem_relevancia;;;
nitrogen source: D-alanine;discreto;sem_relevancia;;;
nitrogen source: D-aspartate;discreto;sem_relevancia;;;
nitrogen source: D-galactose;discreto;sem_relevancia;;;
nitrogen source: D-glucose;discreto;sem_relevancia;;;
nitrogen source: D-leucine;discreto;sem_relevancia;;;
nitrogen source: D-mannitol;discreto;sem_relevancia;;;
nitrogen source: D-mannose;discreto;sem_relevancia;;;
nitrogen source: D-proline;discreto;sem_relevancia;;;
nitrogen source: D-ribose;discreto;sem_relevancia;;;
nitrogen source: D-serine;discreto;sem_relevancia;;;
nitrogen source: D-valine;discreto;sem_relevancia;;;
nitrogen source: D-xylose;discreto;sem_relevancia;;;
nitrogen source: L-alanine;discreto;sem_relevancia;;;
nitrogen source: L-alanine 4-nitroanilide;discreto;sem_relevancia;;;
nitrogen source: L-arginine;discreto;sem_relevancia;;;
nitrogen source: L-asparagine;discreto;sem_relevancia;;;
nitrogen source: L-aspartate;discreto;sem_relevancia;;;
nitrogen source: L-cysteine;discreto;sem_relevancia;;;
nitrogen source: L-cystine;discreto;sem_relevancia;;;
nitrogen source: L-glutamate;discreto;sem_relevancia;;;
nitrogen source: L-glutamine;discreto;sem_relevancia;;;
nitrogen source: L-histidine;discreto;sem_relevancia;;;
nitrogen source: L-lysine;discreto;sem_relevancia;;;
nitrogen source: L-proline;discreto;sem_relevancia;;;
nitrogen source: L-rhamnose;discreto;sem_relevancia;;;
nitrogen source: L-serine;discreto;sem_relevancia;;;
nitrogen source: L-threonine;discreto;sem_relevancia;;;
nitrogen source: acetate;discreto;sem_relevancia;;;
nitrogen source: acetoacetate;discreto;sem_relevancia;;;
nitrogen source: adenine;discreto;sem_relevancia;;;
nitrogen source: adipate;discreto;sem_relevancia;;;
nitrogen source: alanine;discreto;sem_relevancia;;;
nitrogen source: amygdalin;discreto;sem_relevancia;;;
nitrogen source: arabinose;discreto;sem_relevancia;;;
nitrogen source: arginine;discreto;sem_relevancia;;;
nitrogen source: arginine hydrochloride;discreto;sem_relevancia;;;
nitrogen source: asparagine;discreto;sem_relevancia;;;
nitrogen source: aspartate;discreto;sem_relevancia;;;
nitrogen source: betaine;discreto;sem_relevancia;;;
nitrogen source: casamino acids;discreto;sem_relevancia;;;
nitrogen source: casein;discreto;sem_relevancia;;;
nitrogen source: casein hydrolysate;discreto;sem_relevancia;;;
nitrogen source: cellobiose;discreto;sem_relevancia;;;
nitrogen source: chitosan;discreto;sem_relevancia;;;
nitrogen source: creatine;discreto;sem_relevancia;;;
nitrogen source: cysteine;discreto;sem_relevancia;;;
nitrogen source: cystine;discreto;sem_relevancia;;;
nitrogen source: dioxygen;discreto;sem_relevancia;;;
nitrogen source: dl-alanine;discreto;sem_relevancia;;;
nitrogen source: glutamate;discreto;sem_relevancia;;;
nitrogen source: glycine;discreto;sem_relevancia;;;
nitrogen source: histidine;discreto;sem_relevancia;;;
nitrogen source: hypoxanthine;discreto;sem_relevancia;;;
nitrogen source: isoleucine;discreto;sem_relevancia;;;
nitrogen source: peptone;discreto;sem_relevancia;;;
nitrogen source: thiocyanate;discreto;sem_relevancia;;;
nitrogen source: thiosulfate;discreto;sem_relevancia;;;
nitrogen source: yeast extract;discreto;sem_relevancia;;;
oxidation in darkness: hydrogen;discreto;sem_relevancia;;;
oxidation: (-)-quinic acid;discreto;sem_relevancia;;;
oxidation: (R)-lactate;discreto;sem_relevancia;;;
oxidation: (R)-malic acid;discreto;sem_relevancia;;;
oxidation: (S)-lactate;discreto;sem_relevancia;;;
oxidation: (S)-malic acid;discreto;sem_relevancia;;;
oxidation: 1 % sodium lactate;discreto;sem_relevancia;;;
oxidation: 2;3-butanediol;discreto;sem_relevancia;;
oxidation: 2-deoxyadenosine;discreto;sem_relevancia;;;
oxidation: 2-hydroxybutyrate;discreto;sem_relevancia;;;
oxidation: 2-oxobutanoate;discreto;sem_relevancia;;;
oxidation: 2-oxoglutarate;discreto;sem_relevancia;;;
oxidation: 2-oxopentanoate;discreto;sem_relevancia;;;
oxidation: 3-O-methyl-D-glucose;discreto;sem_relevancia;;;
oxidation: 3-hydroxybutyrate;discreto;sem_relevancia;;;
oxidation: 3-methylglucose;discreto;sem_relevancia;;;
oxidation: 4-hydroxy-L-proline;discreto;sem_relevancia;;;
oxidation: 4-hydroxybutyrate;discreto;sem_relevancia;;;
oxidation: 4-hydroxyphenylacetic acid;discreto;sem_relevancia;;;
oxidation: 5-oxoproline;discreto;sem_relevancia;;;
oxidation: D-alanine;discreto;sem_relevancia;;;
oxidation: D-arabinose;discreto;sem_relevancia;;;
oxidation: D-arabitol;discreto;sem_relevancia;;;
oxidation: D-aspartate;discreto;sem_relevancia;;;
oxidation: D-fructose;discreto;sem_relevancia;;;
oxidation: D-fructose 6-phosphate;discreto;sem_relevancia;;;
oxidation: D-fucose;discreto;sem_relevancia;;;
oxidation: D-galactonate;discreto;sem_relevancia;;;
oxidation: D-galactonic acid lactone;discreto;sem_relevancia;;;
oxidation: D-galactose;discreto;sem_relevancia;;;
oxidation: D-galacturonic acid;discreto;sem_relevancia;;;
oxidation: D-glucarate;discreto;sem_relevancia;;;
oxidation: D-gluconate;discreto;sem_relevancia;;;
oxidation: D-glucose;discreto;sem_relevancia;;;
oxidation: D-glucose 6-phosphate;discreto;sem_relevancia;;;
oxidation: D-glucuronate;discreto;sem_relevancia;;;
oxidation: D-malate;discreto;sem_relevancia;;;
oxidation: D-mannitol;discreto;sem_relevancia;;;
oxidation: D-mannose;discreto;sem_relevancia;;;
oxidation: D-psicose;discreto;sem_relevancia;;;
oxidation: D-ribose;discreto;sem_relevancia;;;
oxidation: D-salicin;discreto;sem_relevancia;;;
oxidation: D-sorbitol;discreto;sem_relevancia;;;
oxidation: D-tagatose;discreto;sem_relevancia;;;
oxidation: D-trehalose;discreto;sem_relevancia;;;
oxidation: D-xylose;discreto;sem_relevancia;;;
oxidation: L-alaninamide;discreto;sem_relevancia;;;
oxidation: L-aspartate;discreto;sem_relevancia;;;
oxidation: acetate;discreto;sem_relevancia;;;
oxidation: acetic acid;discreto;sem_relevancia;;;
oxidation: acetoacetate;discreto;sem_relevancia;;;
oxidation: adenosine;discreto;sem_relevancia;;;
oxidation: adenosine 5'-monophosphate;discreto;sem_relevancia;;;
oxidation: alanine;discreto;sem_relevancia;;;
oxidation: alpha-D-glucose;discreto;sem_relevancia;;;
oxidation: alpha-D-glucose 6-phosphate;discreto;sem_relevancia;;;
oxidation: alpha-hydroxybutyrate;discreto;sem_relevancia;;;
oxidation: alpha-lactose;discreto;sem_relevancia;;;
oxidation: amp;discreto;sem_relevancia;;;
oxidation: amygdalin;discreto;sem_relevancia;;;
oxidation: arabinose;discreto;sem_relevancia;;;
oxidation: arbutin;discreto;sem_relevancia;;;
oxidation: arginine;discreto;sem_relevancia;;;
oxidation: aztreonam;discreto;sem_relevancia;;;
oxidation: beta-D-glucuronic acid;discreto;sem_relevancia;;;
oxidation: beta-hydroxybutyrate;discreto;sem_relevancia;;;
oxidation: bromosuccinate;discreto;sem_relevancia;;;
oxidation: butanol;discreto;sem_relevancia;;;
oxidation: butyrate;discreto;sem_relevancia;;;
oxidation: casamino acids;discreto;sem_relevancia;;;
oxidation: choline;discreto;sem_relevancia;;;
oxidation: cis-aconitate;discreto;sem_relevancia;;;
oxidation: citrate;discreto;sem_relevancia;;;
oxidation: citric acid;discreto;sem_relevancia;;;
oxidation: dl-alanine;discreto;sem_relevancia;;;
oxidation: ethanol;discreto;sem_relevancia;;;
oxidation: ferrous sulfate;discreto;sem_relevancia;;;
oxidation: formate;discreto;sem_relevancia;;;
oxidation: fructose;discreto;sem_relevancia;;;
oxidation: fumarate;discreto;sem_relevancia;;;
oxidation: galactarate;discreto;sem_relevancia;;;
oxidation: gamma-aminobutyric acid;discreto;sem_relevancia;;;
oxidation: gentiobiose;discreto;sem_relevancia;;;
oxidation: gluconate;discreto;sem_relevancia;;;
oxidation: glucose;discreto;sem_relevancia;;;
oxidation: glucuronamide;discreto;sem_relevancia;;;
oxidation: glycerol;discreto;sem_relevancia;;;
oxidation: iodide;discreto;sem_relevancia;;;
oxidation: lactate;discreto;sem_relevancia;;;
oxidation: manganese;discreto;sem_relevancia;;;
oxidation: methyl pyruvate;discreto;sem_relevancia;;;
oxidation: proline;discreto;sem_relevancia;;;
oxidation: pyruvate;discreto;sem_relevancia;;;
oxidation: sebacic acid;discreto;sem_relevancia;;;
oxidation: succinate;discreto;sem_relevancia;;;
oxidation: tetrathionate;discreto;sem_relevancia;;;
oxidation: tetrazolium violet;discreto;sem_relevancia;;;
oxidation: tryptophan;discreto;sem_relevancia;;;
produces: (E)-4-Aminostyryl acetate;discreto;sem_relevancia;;;
produces: (R)-lactate;discreto;sem_relevancia;;;
produces: (S)-azetidine-2-carboxylic acid;discreto;sem_relevancia;;;
produces: (S)-lactate;discreto;sem_relevancia;;;
produces: 2;5-didehydro-D-gluconate;discreto;sem_relevancia;;
produces: 2;5-didehydro-D-gluconic acid;discreto;sem_relevancia;;
produces: 2-dehydro-D-gluconate;discreto;sem_relevancia;;;
produces: 3-hydroxybutyrate;discreto;sem_relevancia;;;
produces: 3-phenylpropionate;discreto;sem_relevancia;;;
produces: 3-trehalosamine;discreto;sem_relevancia;;;
produces: 4-fluoro-L-threonine;discreto;sem_relevancia;;;
produces: 4h-pyran-4-one;discreto;sem_relevancia;;;
produces: 5;6-dihydro-5-azathymidine;discreto;sem_relevancia;;
produces: 5-azacytidine;discreto;sem_relevancia;;;
produces: 5-dehydro-D-gluconate;discreto;sem_relevancia;;;
produces: 6-Aminopenicillanic acid;discreto;sem_relevancia;;;
produces: 7-Hydro-8-methylpteroylglutamylglutamic acid;discreto;sem_relevancia;;;
produces: 8-azaguanine;discreto;sem_relevancia;;;
produces: Bacteriochlorophyll alpha;discreto;sem_relevancia;;;
produces: Cetocycline;discreto;sem_relevancia;;;
produces: D-gluconate;discreto;sem_relevancia;;;
produces: D-glucose;discreto;sem_relevancia;;;
produces: D-lactate;discreto;sem_relevancia;;;
produces: D-mannitol;discreto;sem_relevancia;;;
produces: D-mannose;discreto;sem_relevancia;;;
produces: DL-lactate;discreto;sem_relevancia;;;
produces: Ethylenediamine-N;N'-disuccinic acid;discreto;sem_relevancia;;
produces: L-glutamate;discreto;sem_relevancia;;;
produces: L-lactate;discreto;sem_relevancia;;;
produces: L-serine;discreto;sem_relevancia;;;
produces: L-sorbosone;discreto;sem_relevancia;;;
produces: L-tryptophan;discreto;sem_relevancia;;;
produces: N-acetyltyramine;discreto;sem_relevancia;;;
